age,income,debt,loan_amount,credit_history_years,num_late_payments,num_credit_lines,employment_years,debt_to_income_ratio,default
29,23869.37,15674.6,6325.3,13.9,0,4,11.0,0.6567,0
45,40015.38,8826.74,34784.26,7.4,1,4,2.8,0.2206,0
24,38627.32,24614.83,43103.57,4.9,1,7,3.8,0.6372,0
61,39719.8,9158.36,34468.29,4.5,2,4,9.4,0.2306,0
54,15574.12,2421.17,19810.15,8.5,2,6,10.3,0.1555,0
34,58799.75,45813.73,16845.92,5.0,1,1,7.0,0.7791,0
19,41930.82,12131.27,5050.54,2.3,1,1,14.8,0.2893,0
56,56377.9,27123.46,10974.66,11.2,3,2,6.9,0.4811,0
38,11664.94,5692.32,7730.37,13.9,2,5,11.2,0.488,0
54,43778.34,19629.28,3101.34,5.8,0,2,2.1,0.4484,0
20,17806.89,13030.31,31120.89,2.7,3,5,4.9,0.7318,1
32,,15438.06,7656.7,9.0,1,3,7.4,0.5396,0
40,50042.05,16162.9,34778.46,7.4,2,6,14.7,0.323,0
40,38355.61,26461.7,27048.78,6.4,1,5,5.3,0.6899,0
34,21787.16,3155.88,20855.53,10.5,1,0,8.6,0.1449,0
47,36452.45,15871.01,21814.0,8.7,2,2,3.1,0.4354,0
27,14488.04,11017.29,8166.12,10.2,1,3,8.7,0.7604,0
38,72414.4,36230.24,59058.29,8.5,1,4,6.8,0.5003,0
41,32107.01,20984.33,13828.69,5.0,2,7,8.5,0.6536,0
46,71049.35,37148.05,17009.81,4.8,1,2,5.9,0.5228,0
48,26478.3,17780.09,7948.5,8.2,1,4,8.2,0.6715,0
26,26525.3,20042.26,6342.75,13.4,2,3,7.1,0.7556,0
21,22959.52,5012.92,19571.64,8.6,2,5,18.2,0.2183,0
55,61433.12,8338.25,15898.99,5.4,0,1,6.8,0.1357,0
43,23726.34,9186.66,7104.74,8.9,1,5,9.0,0.3872,0
31,53463.65,30019.3,4227.05,9.2,2,4,7.8,0.5615,0
58,28869.14,5247.05,4837.06,5.0,1,6,0.8,0.1818,0
41,11096.91,36.41,34783.8,22.0,0,4,12.3,0.0033,0
54,25791.79,7075.93,8179.59,13.0,2,4,9.1,0.2743,0
40,17899.63,13873.78,10187.06,7.5,0,4,7.3,0.7751,0
64,37061.78,20605.38,42628.24,21.1,0,6,14.9,0.556,0
61,17778.68,5708.03,5444.06,9.9,1,4,9.1,0.3211,0
37,63296.48,9751.51,7468.16,9.4,3,6,8.8,0.1541,0
51,34384.27,9795.11,7222.72,17.0,0,5,7.9,0.2849,0
47,32644.85,4435.51,48749.72,13.1,0,5,5.9,0.1359,0
56,53827.26,4577.72,65821.83,10.7,2,3,12.6,0.085,1
28,64753.57,46971.84,24373.47,6.3,0,5,15.9,0.7254,0
48,35880.19,28636.71,25001.92,8.1,3,5,8.2,0.7981,1
52,22863.11,3001.73,8397.72,7.4,2,6,8.4,0.1313,1
18,12526.71,546.39,63440.82,5.4,1,6,6.4,0.0436,1
25,24061.54,6347.07,16550.26,26.0,1,3,1.0,0.2638,0
18,25076.15,9261.31,26436.16,13.1,2,2,12.2,0.3693,0
36,38724.76,6345.32,12278.19,7.2,1,7,13.0,0.1639,0
48,29522.62,7119.08,10781.36,10.1,0,2,3.4,0.2411,0
58,54872.07,8817.75,50535.62,7.4,1,2,1.8,0.1607,1
40,25139.86,15571.84,20573.91,4.9,0,7,10.7,0.6194,0
59,35093.64,20005.56,42663.56,2.2,1,9,10.1,0.5701,0
23,73894.41,37535.49,16387.31,10.6,4,2,4.2,0.508,0
19,44582.43,13810.49,6777.11,8.3,2,4,7.3,0.3098,0
39,35030.61,25475.41,8377.67,15.2,1,6,7.7,0.7272,1
44,25306.92,19628.71,14506.79,5.8,1,3,7.6,0.7756,0
39,24836.29,3450.05,8093.36,15.2,2,4,7.7,0.1389,0
18,21799.28,3889.21,5508.41,16.1,3,3,11.4,0.1784,0
38,26249.33,11037.97,34931.13,2.9,1,6,11.6,0.4205,0
24,57147.99,4171.83,8639.53,14.0,1,3,6.1,0.073,0
48,31788.73,11099.31,14921.44,12.7,1,2,14.7,0.3492,0
44,16157.44,7520.21,16931.09,7.8,1,7,9.9,0.4654,0
28,104914.56,43818.5,8345.5,15.0,2,3,18.3,0.4177,0
33,44001.5,11648.38,42643.9,13.7,0,1,10.3,0.2647,0
27,15612.61,6775.2,5465.91,8.8,3,2,5.1,0.434,0
39,27858.42,21368.54,16470.07,2.8,0,3,10.2,0.767,1
51,38813.83,6397.06,16267.01,7.0,2,0,7.7,0.1648,0
28,100987.83,52904.0,12792.27,14.1,1,3,15.2,0.5239,1
46,18678.58,648.47,4733.74,9.8,2,8,,0.0347,0
33,65226.72,3465.7,26813.32,6.2,0,4,5.6,0.0531,0
30,84094.11,37124.4,24216.96,8.4,2,5,4.7,0.4415,0
38,,2090.77,7781.82,8.8,4,3,12.1,0.084,0
27,30745.28,549.65,23529.02,4.8,2,4,10.1,0.0179,0
33,19500.87,2675.72,18032.41,6.1,2,2,6.1,0.1372,1
25,32142.14,14524.37,4795.87,24.9,1,1,4.6,0.4519,0
63,35526.92,19990.03,6747.02,1.1,2,2,6.2,0.5627,0
40,53948.76,8738.77,33210.63,8.4,3,2,8.2,0.162,1
31,69850.33,37342.51,17111.96,,2,3,12.2,0.5346,0
42,23182.25,3384.17,8506.26,8.3,5,4,8.2,0.146,0
38,11154.57,5474.28,6722.53,5.7,0,3,7.2,0.4908,0
37,35855.53,11816.83,8845.68,6.7,0,6,19.6,0.3296,0
47,43309.29,22652.47,9362.02,21.5,0,3,11.6,0.523,0
49,42177.86,33575.36,6790.16,11.9,0,3,13.5,0.796,0
33,29851.67,22396.32,3316.25,11.5,1,4,3.5,0.7503,0
33,39138.08,134.06,33256.67,7.8,4,3,6.2,0.0034,1
36,90153.3,63860.18,29042.25,9.5,1,8,11.5,0.7084,0
18,45662.86,2428.93,4824.18,4.3,2,7,8.9,0.0532,0
21,29026.92,22131.21,14898.99,22.2,1,3,4.2,0.7624,0
56,26899.99,6064.89,6491.24,12.4,2,4,5.0,0.2255,0
59,32796.88,10023.64,10837.27,8.3,1,6,10.1,0.3056,0
37,96959.05,7108.12,10139.43,9.1,2,7,2.8,0.0733,0
46,32533.3,2922.08,9487.52,,0,7,10.2,0.0898,0
43,35886.75,20864.29,66327.35,4.3,1,10,9.9,0.5814,1
76,27190.2,20541.27,9393.18,6.9,2,3,1.5,0.7555,0
53,70220.11,34309.46,6998.06,4.4,0,5,4.1,0.4886,0
38,117700.95,67404.98,7258.55,12.3,2,3,7.1,0.5727,0
28,47589.52,29009.42,30792.35,3.4,1,3,11.0,0.6096,0
20,38164.6,8024.16,3562.86,4.6,2,1,6.7,0.2103,0
42,37125.88,1343.35,7258.31,13.2,0,2,3.5,0.0362,0
30,8685.55,13.01,42508.45,9.5,2,4,9.0,0.0015,0
22,56788.58,15930.3,16239.29,20.1,1,5,2.6,0.2805,0
32,39359.78,7603.18,15576.8,6.8,2,5,5.0,0.1932,0
27,46957.83,2341.04,73549.74,7.6,1,4,6.5,0.0499,1
60,23697.45,3403.49,16270.0,17.8,0,2,9.2,0.1436,0
50,28834.44,2871.88,7581.38,15.3,1,2,3.4,0.0996,0
39,28378.44,20770.26,10660.9,13.4,0,5,6.1,0.7319,0
57,67035.24,7522.28,5386.52,5.2,1,0,4.7,0.1122,0
40,28933.17,12444.7,36488.4,5.4,1,6,4.4,0.4301,1
29,126702.39,60118.35,21155.38,7.9,1,4,6.4,0.4745,0
58,47028.89,20447.76,32844.23,7.8,1,4,7.4,0.4348,0
46,16891.92,1338.6,35255.86,5.2,0,2,5.4,0.0792,0
27,33619.86,8574.37,9591.49,6.7,2,3,10.7,0.255,0
37,24562.96,1007.48,6274.18,8.1,1,1,6.6,0.041,0
29,9733.91,3081.13,12818.31,14.8,1,1,18.5,0.3165,1
23,94814.97,14305.6,6646.14,17.1,3,5,5.4,0.1509,0
51,55375.11,24880.37,15244.37,12.1,2,4,10.6,0.4493,0
62,50007.31,27716.39,33046.72,3.1,1,5,1.2,0.5542,1
23,40104.43,17072.29,11678.31,15.9,0,4,3.3,0.4257,0
46,15847.86,5505.38,15062.99,12.1,2,4,14.4,0.3474,0
32,27168.94,8418.75,12393.45,13.6,2,4,9.3,0.3099,0
34,60178.38,40521.32,25391.81,5.4,2,6,5.4,0.6734,0
32,19327.19,3391.81,7830.44,18.2,1,7,11.8,0.1755,0
29,7950.09,4669.68,2305.02,7.4,3,1,11.1,0.5874,0
40,31689.36,19203.3,19471.27,5.2,1,1,10.2,0.606,0
30,33354.42,11185.74,29444.65,12.7,2,6,8.7,0.3354,0
43,39392.79,9369.2,19093.43,8.0,0,3,10.0,0.2378,0
39,56224.69,21164.84,8004.95,11.9,3,3,9.1,0.3764,0
37,53239.9,3970.16,5388.33,6.6,1,2,12.3,0.0746,0
29,42415.19,1558.5,19842.83,4.1,2,5,4.2,0.0367,0
33,74408.01,6643.34,14960.72,6.5,0,1,13.7,0.0893,0
49,14597.68,2185.51,12080.72,3.5,1,8,2.5,0.1497,0
46,49155.75,19826.55,57409.82,12.1,0,5,9.8,0.4033,0
28,52887.54,35927.0,6263.91,1.3,1,1,5.5,0.6793,1
41,17262.0,3254.13,55272.44,15.3,0,4,7.4,0.1885,0
49,14739.37,11026.96,13703.78,3.7,0,2,8.3,0.7481,0
19,23212.23,17732.43,3076.49,14.3,1,3,17.6,0.7639,0
46,24417.98,18731.61,11575.41,11.3,0,4,3.3,0.7671,0
32,57071.02,38240.45,28784.63,1.9,2,10,8.7,0.6701,0
46,25116.41,7310.38,9976.18,9.3,3,5,19.6,0.2911,0
30,21724.39,1263.21,4105.89,3.4,4,5,6.0,0.0581,0
18,25160.23,11449.29,11712.22,9.3,1,8,4.8,0.4551,0
20,71052.86,31756.73,6729.54,5.5,2,4,21.4,0.4469,0
40,36600.82,24887.85,19800.28,2.0,0,3,0.7,0.68,0
43,32612.45,25985.37,24803.0,11.0,0,8,7.2,0.7968,0
29,33995.95,13820.23,5738.68,7.8,2,5,10.4,0.4065,0
47,78844.77,21774.03,7595.85,8.3,1,3,6.4,0.2762,0
20,23167.3,3445.47,24472.71,2.2,0,4,14.0,0.1487,0
39,79961.85,307.04,6720.55,2.1,1,7,11.2,0.0038,0
25,41204.3,16782.14,5621.05,6.9,2,4,13.0,0.4073,0
32,32983.03,14658.15,5203.29,14.0,1,3,2.6,0.4444,0
40,162842.75,107468.2,17705.51,12.2,0,3,20.5,0.66,0
29,19276.0,7780.98,17108.42,10.8,0,5,14.0,0.4037,0
35,29371.75,21534.62,7729.22,16.5,2,3,5.7,0.7332,0
52,17336.01,8710.77,13414.19,5.7,2,9,10.5,0.5025,0
33,64310.43,43233.91,45329.16,11.1,2,1,6.6,0.6723,0
50,100058.81,11871.12,6128.79,2.7,1,5,6.1,0.1186,0
26,98908.82,67680.23,2803.45,25.8,3,6,5.4,0.6843,0
46,75687.57,40880.0,19226.8,,1,6,5.6,0.5401,0
57,32254.98,4392.69,12230.39,10.6,0,4,1.6,0.1362,0
18,29168.81,4428.14,7570.24,19.9,1,4,5.0,0.1518,0
30,13323.68,9875.52,22508.86,6.5,0,4,10.3,0.7412,0
46,123195.05,3175.02,26144.13,10.5,2,9,8.0,0.0258,0
37,48116.81,17804.56,2283.3,,2,4,26.3,0.37,0
44,27033.33,6779.42,7926.14,6.3,2,5,6.7,0.2508,0
32,80566.17,42866.19,85307.1,,1,4,12.4,0.5321,1
41,20258.73,13607.86,21305.57,3.6,6,3,27.2,0.6717,0
38,46349.84,13362.77,22945.63,0.8,1,2,6.9,0.2883,0
54,32742.28,11182.2,34143.09,,1,3,8.8,0.3415,0
43,53274.14,41848.66,13543.41,5.2,0,5,15.8,0.7855,0
44,34956.37,21922.3,25269.35,4.9,1,7,12.6,0.6271,0
35,15205.97,10914.29,23728.92,11.6,0,6,6.3,0.7178,0
34,38000.17,13338.43,20562.68,8.8,5,8,15.4,0.351,0
34,68139.92,12759.95,10325.69,14.6,0,4,4.7,0.1873,0
44,35684.44,11757.69,15331.23,6.3,2,4,6.4,0.3295,0
34,57818.79,33122.85,8344.11,3.8,1,8,13.5,0.5729,0
43,19393.29,1697.77,13497.39,11.7,1,1,2.5,0.0875,0
64,35747.78,7734.94,5245.93,12.0,1,1,4.2,0.2164,0
50,24966.59,931.47,7097.52,9.7,1,13,7.3,0.0373,0
36,56850.97,19663.51,10658.9,4.8,2,7,10.2,0.3459,0
54,37008.21,24497.83,6279.44,8.4,3,4,17.2,0.662,0
35,54942.6,1084.07,8919.42,3.7,1,6,4.3,0.0197,0
18,69746.76,37681.3,11717.74,5.1,0,8,9.3,0.5403,0
27,54993.55,41025.01,18431.38,15.7,1,5,12.3,0.746,0
18,42781.93,8108.98,28549.82,5.9,2,4,5.7,0.1895,0
35,19951.76,11071.39,9218.55,13.6,1,3,0.7,0.5549,0
40,36254.85,28281.74,38874.11,10.1,4,1,5.0,0.7801,0
60,26374.31,20303.54,28307.69,19.7,1,2,5.5,0.7698,1
43,29541.8,5552.18,19995.75,9.8,1,2,6.4,0.1879,0
37,29006.62,2328.21,15107.09,9.5,1,4,4.9,0.0803,0
49,20171.88,2392.91,17245.33,2.7,2,7,6.3,0.1186,0
18,11221.61,6302.38,34531.97,5.2,2,4,7.3,0.5616,0
42,,14121.21,35555.98,6.9,2,6,13.9,0.5806,0
49,40783.29,21998.07,38869.2,24.0,3,5,15.3,0.5394,0
22,16172.92,4348.3,13808.8,5.5,1,1,2.9,0.2689,0
53,36658.82,4979.06,20826.34,3.9,3,1,14.9,0.1358,0
44,113568.45,52764.91,39137.53,3.1,0,6,7.1,0.4646,0
35,67092.93,25961.23,8111.41,2.6,1,3,8.2,0.3869,0
47,97355.54,56764.83,10355.43,24.5,1,7,8.7,0.5831,0
67,45920.95,16214.14,13532.23,9.0,0,3,2.5,0.3531,0
42,73167.45,19821.92,27437.86,4.2,3,6,5.7,0.2709,0
42,23520.35,5522.18,27781.84,16.8,2,2,5.1,0.2348,0
34,24671.3,4173.8,11106.75,21.1,3,3,13.0,0.1692,0
29,7019.98,1492.43,3996.25,4.4,2,3,5.4,0.2126,0
49,73990.15,5613.21,16267.87,6.1,3,4,8.7,0.0759,0
29,91509.16,25392.47,6408.29,15.3,2,1,13.0,0.2775,0
40,26058.35,762.36,4056.4,12.1,2,7,6.2,0.0293,0
34,31183.02,4650.36,4860.53,7.3,0,3,14.8,0.1491,0
45,23102.19,13801.63,17345.78,15.6,0,6,1.9,0.5974,0
44,45688.05,11896.03,39689.02,2.6,1,4,3.5,0.2604,0
52,71321.96,38127.98,13781.96,3.8,0,3,5.2,0.5346,0
33,12763.4,7319.9,15821.18,5.0,4,5,4.1,0.5735,0
36,46428.24,21586.73,34417.35,4.6,0,6,11.2,0.4649,0
28,30760.82,23592.26,3883.28,1.5,0,4,2.5,0.767,0
34,38872.28,666.73,20254.68,6.4,2,6,10.2,0.0172,0
44,47829.43,28263.47,13236.43,11.2,1,3,4.4,0.5909,0
49,32437.76,24880.71,21011.94,13.1,2,5,1.5,0.767,0
28,34127.13,23541.49,9074.4,12.5,4,2,2.9,0.6898,0
50,31941.93,4290.25,6944.12,14.8,2,2,6.1,0.1343,0
56,65003.07,16995.46,14949.11,10.4,5,4,10.7,0.2615,0
44,46688.63,6441.23,49978.74,5.7,0,7,3.4,0.138,0
62,41454.43,19941.52,26601.64,2.2,2,1,6.5,0.481,1
30,16939.93,9651.53,8900.35,2.1,1,6,22.0,0.5698,0
25,28936.3,7339.95,4569.79,8.7,2,3,4.6,0.2537,0
18,62267.91,26875.16,3478.46,4.4,2,7,4.8,0.4316,0
57,37146.24,20532.08,38287.53,8.4,2,2,2.3,0.5527,0
47,53944.92,18183.31,6222.54,3.5,1,3,2.2,0.3371,0
39,104810.27,71607.68,10296.81,16.4,1,5,4.9,0.6832,0
43,67721.82,41800.61,38444.42,6.5,0,4,,0.6172,0
26,38403.16,1986.69,3673.42,6.8,2,6,,0.0517,1
69,26726.38,13280.34,44082.21,7.2,0,4,6.3,0.4969,1
41,7846.87,1477.26,10906.21,0.5,1,6,5.5,0.1883,0
41,32825.77,14640.77,5330.14,15.4,2,5,2.5,0.446,0
48,29863.51,22860.84,10961.22,3.8,2,2,7.7,0.7655,0
45,45899.97,32279.14,7494.48,7.3,2,6,10.6,0.7032,0
42,33112.19,10715.54,19008.77,8.3,1,1,9.0,0.3236,0
30,29964.51,6988.06,7954.51,4.7,1,3,7.9,0.2332,0
45,12485.97,2341.43,2894.84,11.3,3,2,5.8,0.1875,0
62,20661.33,8801.97,11198.67,14.4,2,6,7.0,0.426,0
56,48338.84,4418.11,4513.21,2.1,2,7,6.6,0.0914,0
59,101675.8,44678.38,15732.06,12.0,1,5,15.4,0.4394,0
33,34251.47,36.54,5168.28,,1,2,7.3,0.0011,0
28,44209.13,11453.69,9041.58,4.7,0,4,11.6,0.2591,0
38,64311.06,11315.37,15460.91,5.6,2,4,9.3,0.1759,0
40,,17345.99,11271.5,5.7,4,8,4.8,0.777,0
53,,26329.6,16323.23,15.8,5,4,3.7,0.5818,0
19,23288.29,6514.26,23022.56,6.0,1,6,23.2,0.2797,0
58,61016.2,4532.04,5290.42,6.0,0,4,6.0,0.0743,0
38,39768.95,16442.09,12688.89,3.2,1,1,5.1,0.4134,0
34,43437.18,7417.26,931.13,9.5,0,4,9.0,0.1708,0
27,22707.28,9744.68,16282.83,7.0,6,2,1.6,0.4291,0
20,55504.5,37093.1,10502.29,10.6,1,5,4.1,0.6683,0
49,126858.52,62494.83,6082.92,3.1,3,6,3.1,0.4926,0
40,19835.98,10057.45,17198.47,19.9,2,3,7.7,0.507,0
24,29618.21,12819.48,34137.71,12.5,0,3,3.5,0.4328,0
24,41729.54,30955.49,9128.77,40.0,0,7,8.5,0.7418,0
35,58211.82,43398.2,6273.87,8.2,0,2,2.7,0.7455,0
60,25958.96,10647.81,15245.2,13.9,1,6,17.9,0.4102,0
36,6635.45,1623.08,4589.45,20.2,2,10,13.7,0.2446,0
21,82085.26,30180.26,7876.94,9.7,1,5,12.4,0.3677,0
37,57314.2,8553.93,35522.51,7.1,2,3,14.4,0.1492,0
36,12762.05,6496.85,14041.09,5.9,1,8,4.6,0.5091,0
18,25221.67,10090.53,2970.32,6.6,3,5,11.1,0.4001,0
39,93051.6,7689.82,3172.92,8.9,0,6,4.1,0.0826,0
37,86567.34,13687.87,15209.39,6.9,0,1,3.5,0.1581,0
48,63779.3,24472.47,26633.16,11.9,0,4,,0.3837,1
62,32673.92,23200.81,3662.51,17.3,0,4,8.0,0.7101,0
53,38169.52,17295.09,19144.49,3.6,0,5,16.4,0.4531,0
36,33571.89,18304.33,38726.32,3.6,1,4,8.9,0.5452,0
26,71463.63,19382.57,60493.26,6.0,2,4,10.1,0.2712,1
70,21471.77,9815.37,17413.1,,1,0,10.0,0.4571,0
40,22393.37,8014.67,20039.13,19.1,3,3,4.5,0.3579,0
40,66580.35,35108.08,2424.67,14.8,2,6,19.5,0.5273,0
39,35361.65,1430.75,71668.17,7.1,0,2,2.6,0.0405,1
42,83040.23,32771.01,8430.47,7.5,3,2,4.3,0.3946,0
38,,5747.55,6331.06,9.8,1,5,17.2,0.2368,0
33,35141.32,9170.06,10892.56,4.8,2,6,12.9,0.2609,0
33,20880.11,16051.25,44772.02,6.4,0,1,6.8,0.7687,1
39,36476.29,5331.22,78154.02,5.0,1,3,12.4,0.1462,1
33,14956.06,3724.0,14769.61,8.3,0,3,12.1,0.249,0
31,27103.55,11055.92,29687.08,8.4,1,2,10.8,0.4079,0
41,15340.44,10591.37,13829.55,7.4,3,12,6.3,0.6904,0
36,55069.65,18356.7,5824.12,14.0,2,7,23.7,0.3333,0
58,55823.69,33220.24,43538.24,7.4,3,3,8.5,0.5951,1
18,12859.55,8810.07,8121.73,7.7,1,3,3.4,0.6851,0
53,80848.43,20051.47,45634.74,2.8,0,6,5.4,0.248,1
54,162502.57,51058.33,37753.48,11.7,3,3,10.1,0.3142,0
18,37331.91,10648.74,21834.12,8.8,1,3,3.2,0.2852,0
35,24719.1,16469.96,57709.66,12.4,3,6,3.7,0.6663,1
35,197718.26,7014.55,79688.2,4.5,4,0,11.4,0.0355,1
23,16458.85,4061.01,11612.13,3.7,1,4,24.2,0.2467,0
30,36756.26,19978.01,6995.1,6.9,2,3,7.2,0.5435,0
26,40448.04,18296.87,3006.66,1.9,2,3,10.3,0.4524,0
61,81396.58,28409.97,80478.54,19.7,0,4,9.1,0.349,0
51,45064.2,19465.87,9398.02,6.7,0,2,5.6,0.432,0
55,26925.25,4256.01,33124.53,1.1,1,5,3.5,0.1581,1
48,20522.75,7071.59,7383.45,5.7,2,5,9.3,0.3446,0
26,29581.57,11872.93,45734.7,7.2,2,6,4.0,0.4014,0
33,19847.7,14309.23,7630.48,,1,3,9.5,0.721,0
45,37372.68,7798.49,5149.34,8.2,0,5,10.3,0.2087,0
25,25886.64,17972.13,11307.2,,4,4,6.5,0.6943,0
48,14817.69,7636.94,8730.51,9.9,3,2,5.3,0.5154,0
37,77117.65,1254.91,21526.5,8.2,0,3,15.1,0.0163,0
35,26940.78,15617.71,12821.57,7.0,2,8,7.4,0.5797,0
48,16968.57,482.61,22074.14,6.3,1,3,18.7,0.0284,0
45,32828.24,26193.81,10584.89,13.5,2,6,9.4,0.7979,0
35,37836.25,26413.84,7847.22,8.0,1,9,21.3,0.6981,0
53,12735.13,3029.37,8376.22,,0,2,5.4,0.2379,1
27,44311.02,9124.92,68593.36,15.3,1,6,4.6,0.2059,1
47,19374.35,5912.14,15996.68,12.6,1,5,9.9,0.3052,1
47,101378.6,28886.17,2732.55,9.9,2,4,9.9,0.2849,0
36,49730.63,14813.28,8811.67,5.1,1,1,12.5,0.2979,0
43,28568.5,7274.15,14436.18,6.6,0,2,7.1,0.2546,0
24,23223.02,11539.67,58472.96,7.5,2,5,8.0,0.4969,1
51,34098.86,4480.96,30423.15,3.2,4,8,6.3,0.1314,1
37,52453.09,35499.47,6390.87,5.8,2,7,7.8,0.6768,0
33,35764.23,23243.96,92474.17,8.2,3,5,4.6,0.6499,1
52,31879.06,12151.87,13030.81,11.2,1,2,7.2,0.3812,0
31,37609.88,25656.86,36209.03,10.9,1,3,1.9,0.6822,0
23,25277.87,4997.84,5302.82,2.3,3,6,9.7,0.1977,0
21,29557.02,415.35,1961.51,6.3,3,6,10.7,0.0141,0
47,10389.23,5146.47,4329.71,4.7,3,5,3.8,0.4954,0
24,65136.2,23861.18,992.01,2.0,3,6,9.6,0.3663,0
61,43446.2,19712.92,72379.0,7.3,2,3,13.2,0.4537,1
18,22832.19,16427.11,15861.12,5.8,1,3,10.7,0.7195,0
60,113464.01,88041.32,6375.93,8.0,3,6,2.3,0.7759,0
42,38261.9,19420.31,19189.13,11.0,4,4,7.6,0.5076,0
38,19502.81,11920.98,15544.58,9.9,5,4,6.9,0.6112,0
33,,4071.14,21954.92,21.3,2,7,3.9,0.067,0
44,46112.02,5928.74,35158.62,8.8,2,3,3.1,0.1286,0
39,46016.16,26991.42,10594.21,17.0,1,1,10.0,0.5866,0
53,28128.73,9707.01,6608.61,3.9,1,4,9.3,0.3451,0
41,47586.17,16977.42,25905.75,9.8,0,6,6.2,0.3568,0
41,31037.3,7662.68,25383.79,5.0,0,7,9.5,0.2469,0
35,50694.1,24631.51,14480.94,6.8,1,3,8.3,0.4859,0
39,,1715.37,76270.64,12.8,0,7,1.9,0.1481,1
43,27992.05,14038.94,9412.01,6.8,3,2,3.0,0.5015,0
19,102057.64,14190.0,6503.62,14.1,1,4,10.4,0.139,0
23,22919.87,1170.31,18666.26,5.1,4,5,6.2,0.0511,0
48,25278.18,6680.67,7785.74,3.8,4,6,13.2,0.2643,0
42,27756.44,5132.51,19859.01,9.1,1,4,9.6,0.1849,0
37,17520.31,12460.33,6860.9,9.3,1,4,3.3,0.7112,0
40,9653.07,424.38,9699.27,6.5,0,2,3.8,0.044,0
44,31623.26,4468.08,60637.71,11.4,4,1,3.5,0.1413,1
33,39399.79,17295.55,9657.89,1.8,2,6,14.7,0.439,0
30,35189.29,13542.73,7050.96,4.2,1,1,12.5,0.3849,0
42,33292.02,1221.21,34082.63,10.2,2,2,5.0,0.0367,0
28,37265.55,216.21,5762.73,6.9,1,6,15.4,0.0058,0
44,67084.27,53027.05,7674.4,5.3,4,4,16.1,0.7905,0
19,32394.12,17073.9,21189.24,8.7,2,1,21.3,0.5271,0
52,25733.54,7522.55,28303.17,13.5,1,4,17.0,0.2923,0
45,30678.73,11545.81,35467.82,9.8,0,5,18.2,0.3763,0
43,51411.03,10962.89,7348.29,12.3,3,9,5.4,0.2132,0
51,84729.25,23376.72,21521.48,10.1,4,4,12.8,0.2759,0
59,24912.22,12935.31,9201.42,15.5,0,1,8.5,0.5192,0
52,38536.47,27216.36,8229.46,5.8,2,5,7.8,0.7062,0
18,44489.77,6553.52,34981.35,14.0,3,5,5.5,0.1473,0
24,20019.32,13458.77,8607.22,2.5,0,4,3.6,0.6723,0
32,36763.11,3575.04,16689.98,3.5,0,6,6.7,0.0972,0
40,15072.03,2592.3,15130.44,11.3,1,5,5.0,0.172,0
46,12563.74,373.65,5672.56,3.4,0,5,8.7,0.0297,0
31,45254.07,5097.85,28936.94,6.5,1,8,11.9,0.1126,0
42,28844.52,21167.34,20915.06,15.4,6,1,,0.7338,1
30,41001.68,15070.21,2727.03,3.8,1,6,7.5,0.3676,0
32,35927.67,2232.28,16679.52,12.9,4,2,9.3,0.0621,0
23,20214.59,15520.39,7198.45,6.3,1,3,10.8,0.7678,0
28,35342.71,24852.78,32133.69,3.6,1,5,8.0,0.7032,0
23,17329.04,10462.34,4203.53,8.0,2,1,7.3,0.6037,0
28,83665.62,62479.66,10044.88,14.8,1,1,13.3,0.7468,0
52,16097.48,2834.82,17847.52,3.3,2,1,5.7,0.1761,0
28,32290.52,21605.44,13953.31,3.2,3,3,8.9,0.6691,0
71,19431.23,10725.9,24596.68,11.1,2,6,37.4,0.552,0
45,51136.44,35581.11,3965.01,5.6,1,6,9.5,0.6958,0
42,29766.57,18977.06,50087.74,21.5,1,9,,0.6375,0
29,26603.55,7374.4,20335.34,9.3,0,4,5.9,0.2772,0
48,60592.17,37537.99,39647.16,13.5,1,3,1.4,0.6195,0
33,36962.47,7760.83,26886.84,9.2,3,3,11.6,0.21,0
41,49512.81,13015.62,13236.21,3.3,2,2,1.8,0.2629,0
70,20154.93,1739.87,4782.13,4.4,2,5,1.3,0.0863,0
38,15632.54,11694.1,8511.36,4.8,2,3,10.6,0.7481,0
53,38728.26,9016.04,47650.61,10.4,2,4,3.6,0.2328,0
31,29992.19,12491.69,40471.38,7.8,1,1,6.6,0.4165,0
39,52884.25,16556.27,8138.17,2.1,0,3,12.7,0.3131,0
61,34615.43,26582.66,1401.58,11.6,0,3,7.4,0.7679,0
32,41070.49,11008.51,11269.42,23.7,1,3,16.1,0.268,0
61,13711.23,8539.86,10613.03,3.8,3,7,10.0,0.6228,0
48,112765.1,77168.87,10940.01,4.2,0,1,4.5,0.6843,1
33,32907.46,11467.76,20390.64,5.2,1,6,20.3,0.3485,0
47,55190.83,16697.29,26929.3,7.2,3,7,9.5,0.3025,0
51,21990.04,13154.37,29502.78,4.0,3,6,26.2,0.5982,0
47,43687.0,31905.35,19083.27,15.3,2,6,10.1,0.7303,0
21,16618.85,10036.88,3163.34,18.5,1,1,4.8,0.6039,0
31,47631.08,8654.62,10168.4,8.4,2,3,5.3,0.1817,0
37,29331.45,20844.28,84395.71,7.5,0,3,6.0,0.7106,1
39,36957.15,11459.13,18022.45,2.3,1,2,10.1,0.3101,0
47,55203.65,25447.97,17930.45,3.5,1,3,8.1,0.461,1
42,17334.88,11530.27,17811.31,1.5,0,3,2.4,0.6651,0
